film_id,event_id,scene_id,utterance_id,scene_position_pct,speaker,raw_speaker,character_id,canonical_name,text,word_count,utterance_type,addressee,addressee_type,line_number,parenthetical,cue_type,gender,gender_rationale,is_named,is_protagonist,included_in_network,parser_canonical_name,confidence
raya_and_the_last_dragon_2021,1,raya_and_the_last_dragon_2021_s001,raya_and_the_last_dragon_2021_s001_u0001,0.0,RAYA,RAYA (V.O.),raya_and_the_last_dragon_2021_raya,Raya,"I know what you’re thinking. A lone rider, a dystopian world, a land that’s gone to waste - how did this world get so broken? Well, that all began 500 years ago. The camera pulls high into the air, showing an aerial shot of Kumandra.",45,spoken,monologue,monologue,13,,standalone,F,,1,1,1,Raya,high
raya_and_the_last_dragon_2021,3,raya_and_the_last_dragon_2021_s001,raya_and_the_last_dragon_2021_s001_u0003,0.0,RAYA,RAYA (V.O.),raya_and_the_last_dragon_2021_raya,Raya,"Kumandra. This is what we used to be, when our land was whole and we lived harmoniously alongside dragons - magical creatures who brought us water and rain and peace. DRAGONS leap out of the river like dolphins.",38,spoken,monologue,monologue,27,,standalone,F,,1,1,1,Raya,high
raya_and_the_last_dragon_2021,4,raya_and_the_last_dragon_2021_s001,raya_and_the_last_dragon_2021_s001_u0004,0.0,RAYA,RAYA (V.O.),raya_and_the_last_dragon_2021_raya,Raya,It was paradise. A beautiful shot of Kumandran people and dragons living harmoniously.,13,spoken,monologue,monologue,35,,standalone,F,,1,1,1,Raya,high
raya_and_the_last_dragon_2021,5,raya_and_the_last_dragon_2021_s001,raya_and_the_last_dragon_2021_s001_u0005,0.0,RAYA,RAYA (V.O.),raya_and_the_last_dragon_2021_raya,Raya,"But then, the druun came - a mindless plague that spread like wildfire - multiplying as they consumed life and turned everyone they touched into stone. The smoke-like DRUUN turns someone into stone by floating over them. As it does, the Druun multiplies into two. A war between the Druun and the Dragons ensue.",54,spoken,monologue,monologue,39,,standalone,F,,1,1,1,Raya,high
raya_and_the_last_dragon_2021,6,raya_and_the_last_dragon_2021_s001,raya_and_the_last_dragon_2021_s001_u0006,0.0,RAYA,RAYA (V.O.),raya_and_the_last_dragon_2021_raya,Raya,"The dragons fought for us the best they could, but it wasn’t enough. Druun turn dragons and people into stone by the dozens. Amid the chaos, we find SISU, a majestic blue Dragon who climbs to the highest point in Kumandra.",41,spoken,monologue,monologue,48,,standalone,F,,1,1,1,Raya,high
raya_and_the_last_dragon_2021,7,raya_and_the_last_dragon_2021_s001,raya_and_the_last_dragon_2021_s001_u0007,0.0,RAYA,RAYA (V.O.),raya_and_the_last_dragon_2021_raya,Raya,"That’s when the mighty Sisudatu, the last dragon, concentrated all her magic into a gem and... She centers all her magic and -",23,spoken,monologue,monologue,54,,standalone,F,,1,1,1,Raya,high
raya_and_the_last_dragon_2021,8,raya_and_the_last_dragon_2021_s001,raya_and_the_last_dragon_2021_s001_u0008,0.0,RAYA,RAYA (V.O.),raya_and_the_last_dragon_2021_raya,Raya,... blasted the druun away. A MAGICAL EXPLOSION WIPES AWAY THE DRUUN and returns everyone back to normal.,18,spoken,monologue,monologue,59,,standalone,F,,1,1,1,Raya,high
raya_and_the_last_dragon_2021,9,raya_and_the_last_dragon_2021_s001,raya_and_the_last_dragon_2021_s001_u0009,0.0,RAYA,RAYA (V.O.),raya_and_the_last_dragon_2021_raya,Raya,Everyone that was turned to stone came back... except the dragons. We see a stone dragon graveyard.,17,spoken,monologue,monologue,63,,standalone,F,,1,1,1,Raya,high
raya_and_the_last_dragon_2021,10,raya_and_the_last_dragon_2021_s001,raya_and_the_last_dragon_2021_s001_u0010,0.0,RAYA,RAYA (V.O.),raya_and_the_last_dragon_2021_raya,Raya,"All that was left of Sisu was her gem. Where Sisu stood, there’s now a glowing Dragon Gem.",18,spoken,monologue,monologue,67,,standalone,F,,1,1,1,Raya,high
raya_and_the_last_dragon_2021,11,raya_and_the_last_dragon_2021_s001,raya_and_the_last_dragon_2021_s001_u0011,0.0,RAYA,RAYA (V.O.),raya_and_the_last_dragon_2021_raya,Raya,It should have been this big inspirational moment where humanity united over her sacrifice... but instead - people being people - they all fought to possess the last remnant of dragon magic. We see the map of Kumandra split up.,40,spoken,monologue,monologue,71,,standalone,F,,1,1,1,Raya,high
